Storm_ID,Name,Year,Date,Lat,Lon,Wind_Knots,Pressure_mb,R34_NE,R34_SE,R34_SW,R34_NW,R64_NE,R64_SE,R64_SW,R64_NW
AL172012,RAFAEL,2012,2012-10-24,41.9,-16.0,30,995,0,0,0,0,0,0,0,0
AL172012,RAFAEL,2012,2012-10-25,41.6,-14.6,30,995,0,0,0,0,0,0,0,0
AL172012,RAFAEL,2012,2012-10-25,41.3,-13.3,30,995,0,0,0,0,0,0,0,0
AL172012,RAFAEL,2012,2012-10-25,41.0,-12.0,30,996,0,0,0,0,0,0,0,0
AL172012,RAFAEL,2012,2012-10-25,40.9,-11.2,30,997,0,0,0,0,0,0,0,0
AL172012,RAFAEL,2012,2012-10-26,40.7,-10.4,30,998,0,0,0,0,0,0,0,0
AL172012,RAFAEL,2012,2012-10-26,40.3,-9.1,30,999,0,0,0,0,0,0,0,0
AL172012,RAFAEL,2012,2012-10-26,40.0,-7.5,25,1002,0,0,0,0,0,0,0,0
AL182012,SANDY,2012,2012-10-21,14.3,-77.4,25,1006,0,0,0,0,0,0,0,0
AL182012,SANDY,2012,2012-10-22,13.9,-77.8,25,1005,0,0,0,0,0,0,0,0
AL182012,SANDY,2012,2012-10-22,13.5,-78.2,25,1003,0,0,0,0,0,0,0,0
AL182012,SANDY,2012,2012-10-22,13.1,-78.6,30,1002,0,0,0,0,0,0,0,0
AL182012,SANDY,2012,2012-10-22,12.7,-78.7,35,1000,50,60,0,0,0,0,0,0
AL182012,SANDY,2012,2012-10-23,12.6,-78.4,40,998,50,60,0,0,0,0,0,0
AL182012,SANDY,2012,2012-10-23,12.9,-78.1,40,998,70,80,0,0,0,0,0,0
AL182012,SANDY,2012,2012-10-23,13.4,-77.9,40,995,100,100,0,0,0,0,0,0
AL182012,SANDY,2012,2012-10-23,14.0,-77.6,45,993,100,120,0,0,0,0,0,0
AL182012,SANDY,2012,2012-10-24,14.7,-77.3,55,990,100,150,40,40,0,0,0,0
AL182012,SANDY,2012,2012-10-24,15.6,-77.1,60,987,100,150,50,50,0,0,0,0
AL182012,SANDY,2012,2012-10-24,16.6,-76.9,65,981,120,160,70,70,20,20,0,0
AL182012,SANDY,2012,2012-10-24,17.7,-76.7,75,972,150,180,70,70,25,30,20,25
AL182012,SANDY,2012,2012-10-24,17.9,-76.6,75,971,150,180,70,70,25,30,20,25
AL182012,SANDY,2012,2012-10-25,18.9,-76.4,85,964,180,240,70,70,30,30,25,25
AL182012,SANDY,2012,2012-10-25,20.0,-76.0,100,954,240,240,70,120,30,30,25,25
AL182012,SANDY,2012,2012-10-25,20.1,-76.0,100,954,240,240,70,120,25,20,20,20
AL182012,SANDY,2012,2012-10-25,20.9,-75.7,95,960,240,240,70,180,25,20,20,20
AL182012,SANDY,2012,2012-10-25,21.7,-75.5,95,966,240,240,70,240,30,30,20,20
AL182012,SANDY,2012,2012-10-25,23.3,-75.3,90,963,270,270,120,270,30,30,20,20
AL182012,SANDY,2012,2012-10-26,24.8,-75.9,75,965,300,300,160,270,30,30,20,30
AL182012,SANDY,2012,2012-10-26,25.7,-76.4,70,968,300,300,160,240,30,20,0,60
AL182012,SANDY,2012,2012-10-26,26.4,-76.9,65,970,360,240,170,240,0,0,0,90
AL182012,SANDY,2012,2012-10-26,27.0,-77.2,65,971,400,210,170,240,0,0,0,90
AL182012,SANDY,2012,2012-10-27,27.5,-77.1,60,969,450,210,180,270,0,0,0,0
AL182012,SANDY,2012,2012-10-27,28.1,-76.9,60,968,450,260,180,280,0,0,0,0
AL182012,SANDY,2012,2012-10-27,28.8,-76.5,70,956,450,300,210,280,0,0,120,120
AL182012,SANDY,2012,2012-10-27,29.7,-75.6,70,960,450,300,240,280,0,0,150,180
AL182012,SANDY,2012,2012-10-28,30.5,-74.7,65,960,480,300,300,280,0,0,150,180
AL182012,SANDY,2012,2012-10-28,31.3,-73.9,65,959,450,300,300,270,0,0,150,180
AL182012,SANDY,2012,2012-10-28,32.0,-73.0,65,954,450,300,300,270,0,0,150,180
AL182012,SANDY,2012,2012-10-28,32.8,-72.0,65,952,450,300,350,270,0,0,150,180
AL182012,SANDY,2012,2012-10-29,33.9,-71.0,70,950,450,300,400,270,0,0,150,0
AL182012,SANDY,2012,2012-10-29,35.3,-70.5,80,947,420,360,450,270,0,0,150,0
AL182012,SANDY,2012,2012-10-29,36.9,-71.0,85,945,420,420,400,270,0,70,120,0
AL182012,SANDY,2012,2012-10-29,38.3,-73.2,80,940,420,420,400,420,180,80,120,0
AL182012,SANDY,2012,2012-10-29,38.8,-74.0,75,943,420,420,400,420,180,80,120,0
AL182012,SANDY,2012,2012-10-29,39.4,-74.4,70,945,460,370,400,490,70,80,60,0
AL182012,SANDY,2012,2012-10-30,39.5,-74.5,70,946,460,370,400,490,65,0,0,0
AL182012,SANDY,2012,2012-10-30,39.9,-76.2,55,960,450,400,160,530,0,0,0,0
AL182012,SANDY,2012,2012-10-30,40.1,-77.8,50,978,450,490,0,500,0,0,0,0
AL182012,SANDY,2012,2012-10-30,40.4,-78.9,40,986,0,530,0,430,0,0,0,0
AL182012,SANDY,2012,2012-10-31,40.7,-79.8,35,992,0,0,0,410,0,0,0,0
AL182012,SANDY,2012,2012-10-31,41.1,-80.3,35,993,0,0,0,380,0,0,0,0
AL182012,SANDY,2012,2012-10-31,41.5,-80.7,30,995,0,0,0,0,0,0,0,0
AL022013,BARRY,2013,2013-06-16,12.4,-81.5,20,1009,0,0,0,0,0,0,0,0
AL022013,BARRY,2013,2013-06-16,13.4,-82.0,20,1009,0,0,0,0,0,0,0,0
AL022013,BARRY,2013,2013-06-16,14.2,-82.8,25,1008,0,0,0,0,0,0,0,0
AL022013,BARRY,2013,2013-06-16,14.8,-83.8,25,1008,0,0,0,0,0,0,0,0
AL022013,BARRY,2013,2013-06-17,15.3,-84.8,25,1008,0,0,0,0,0,0,0,0
AL022013,BARRY,2013,2013-06-17,15.6,-85.9,25,1008,0,0,0,0,0,0,0,0
AL022013,BARRY,2013,2013-06-17,16.0,-87.0,30,1007,0,0,0,0,0,0,0,0
AL022013,BARRY,2013,2013-06-17,16.3,-87.9,30,1007,0,0,0,0,0,0,0,0
AL022013,BARRY,2013,2013-06-17,16.5,-88.4,30,1006,0,0,0,0,0,0,0,0
AL022013,BARRY,2013,2013-06-18,16.6,-88.6,30,1007,0,0,0,0,0,0,0,0
AL022013,BARRY,2013,2013-06-18,17.0,-89.3,25,1009,0,0,0,0,0,0,0,0
AL022013,BARRY,2013,2013-06-18,17.6,-90.3,30,1008,0,0,0,0,0,0,0,0
AL022013,BARRY,2013,2013-06-18,18.2,-91.3,30,1008,0,0,0,0,0,0,0,0
AL022013,BARRY,2013,2013-06-19,18.8,-92.2,30,1007,0,0,0,0,0,0,0,0
AL022013,BARRY,2013,2013-06-19,19.2,-93.1,30,1007,0,0,0,0,0,0,0,0
AL022013,BARRY,2013,2013-06-19,19.5,-94.0,35,1006,50,30,0,0,0,0,0,0
AL022013,BARRY,2013,2013-06-19,19.6,-94.8,40,1005,70,30,30,30,0,0,0,0
AL022013,BARRY,2013,2013-06-20,19.6,-95.4,40,1003,70,40,30,30,0,0,0,0
AL022013,BARRY,2013,2013-06-20,19.6,-95.9,40,1003,70,50,30,30,0,0,0,0
AL022013,BARRY,2013,2013-06-20,19.6,-96.4,40,1003,70,50,30,30,0,0,0,0
AL022013,BARRY,2013,2013-06-20,19.6,-96.5,40,1004,70,30,0,0,0,0,0,0
AL022013,BARRY,2013,2013-06-20,19.6,-97.0,30,1007,0,0,0,0,0,0,0,0
AL022013,BARRY,2013,2013-06-21,19.6,-97.5,25,1011,0,0,0,0,0,0,0,0
AL032013,CHANTAL,2013,2013-07-07,9.3,-41.4,35,1011,30,0,0,0,0,0,0,0
AL032013,CHANTAL,2013,2013-07-07,9.5,-43.8,35,1011,40,0,0,0,0,0,0,0
AL032013,CHANTAL,2013,2013-07-08,9.8,-46.1,35,1010,40,30,0,0,0,0,0,0
AL032013,CHANTAL,2013,2013-07-08,10.1,-48.4,35,1009,40,30,0,0,0,0,0,0
AL032013,CHANTAL,2013,2013-07-08,10.7,-50.6,40,1008,60,60,0,60,0,0,0,0
AL032013,CHANTAL,2013,2013-07-08,11.4,-52.9,45,1007,60,60,0,60,0,0,0,0
AL032013,CHANTAL,2013,2013-07-09,12.1,-55.2,50,1006,80,60,0,80,0,0,0,0
AL032013,CHANTAL,2013,2013-07-09,13.0,-57.7,50,1005,80,60,0,80,0,0,0,0
AL032013,CHANTAL,2013,2013-07-09,13.9,-60.3,55,1003,80,60,0,80,0,0,0,0
AL032013,CHANTAL,2013,2013-07-09,14.8,-62.9,55,1006,80,60,0,80,0,0,0,0
AL032013,CHANTAL,2013,2013-07-10,15.6,-65.6,45,1008,80,60,0,60,0,0,0,0
AL032013,CHANTAL,2013,2013-07-10,16.2,-68.4,40,1010,80,0,0,60,0,0,0,0
AL032013,CHANTAL,2013,2013-07-10,16.7,-71.2,40,1011,80,0,0,60,0,0,0,0
AL042013,DORIAN,2013,2013-07-22,11.3,-20.0,25,1009,0,0,0,0,0,0,0,0
AL042013,DORIAN,2013,2013-07-23,11.5,-20.9,25,1009,0,0,0,0,0,0,0,0
AL042013,DORIAN,2013,2013-07-23,11.7,-21.8,25,1009,0,0,0,0,0,0,0,0
AL042013,DORIAN,2013,2013-07-23,12.0,-22.8,25,1009,0,0,0,0,0,0,0,0
AL042013,DORIAN,2013,2013-07-23,12.4,-23.9,25,1008,0,0,0,0,0,0,0,0
AL042013,DORIAN,2013,2013-07-24,13.0,-25.4,30,1007,0,0,0,0,0,0,0,0
AL042013,DORIAN,2013,2013-07-24,13.5,-27.1,35,1006,40,0,0,30,0,0,0,0
AL042013,DORIAN,2013,2013-07-24,13.9,-29.0,40,1005,40,0,0,30,0,0,0,0
AL042013,DORIAN,2013,2013-07-24,14.4,-30.8,45,1004,40,0,0,30,0,0,0,0
AL042013,DORIAN,2013,2013-07-25,14.9,-32.4,45,1004,40,0,0,30,0,0,0,0
AL042013,DORIAN,2013,2013-07-25,15.3,-33.9,50,1002,40,30,0,40,0,0,0,0
AL042013,DORIAN,2013,2013-07-25,15.7,-35.5,50,1002,50,30,20,40,0,0,0,0
AL042013,DORIAN,2013,2013-07-25,16.0,-37.1,50,1003,50,30,20,40,0,0,0,0
AL042013,DORIAN,2013,2013-07-26,16.4,-38.7,45,1005,50,30,20,40,0,0,0,0
AL042013,DORIAN,2013,2013-07-26,16.9,-40.7,45,1006,50,30,0,40,0,0,0,0
AL042013,DORIAN,2013,2013-07-26,17.3,-42.8,45,1008,50,0,0,50,0,0,0,0
AL042013,DORIAN,2013,2013-07-26,17.6,-45.0,40,1010,50,0,0,50,0,0,0,0
AL042013,DORIAN,2013,2013-07-27,17.8,-47.1,35,1012,50,0,0,50,0,0,0,0
AL042013,DORIAN,2013,2013-07-27,18.0,-49.2,35,1012,50,0,0,50,0,0,0,0
AL042013,DORIAN,2013,2013-07-27,18.3,-51.1,35,1012,60,0,0,60,0,0,0,0
AL042013,DORIAN,2013,2013-07-27,18.6,-53.0,35,1012,60,0,0,60,0,0,0,0
AL042013,DORIAN,2013,2013-07-28,19.0,-54.9,35,1012,60,0,0,60,0,0,0,0
AL042013,DORIAN,2013,2013-07-28,19.4,-56.8,35,1013,60,0,0,60,0,0,0,0
AL042013,DORIAN,2013,2013-07-28,19.8,-58.6,35,1013,60,0,0,60,0,0,0,0
AL042013,DORIAN,2013,2013-07-28,20.1,-60.3,30,1013,0,0,0,0,0,0,0,0
AL042013,DORIAN,2013,2013-07-29,20.4,-62.0,25,1014,0,0,0,0,0,0,0,0
AL042013,DORIAN,2013,2013-07-29,20.6,-63.7,25,1014,0,0,0,0,0,0,0,0
AL042013,DORIAN,2013,2013-07-29,20.8,-65.3,25,1015,0,0,0,0,0,0,0,0
AL042013,DORIAN,2013,2013-07-29,21.0,-66.9,25,1015,0,0,0,0,0,0,0,0
AL042013,DORIAN,2013,2013-07-30,21.3,-68.5,25,1015,0,0,0,0,0,0,0,0
AL042013,DORIAN,2013,2013-07-30,21.5,-69.8,25,1015,0,0,0,0,0,0,0,0
AL042013,DORIAN,2013,2013-07-30,21.7,-71.0,25,1015,0,0,0,0,0,0,0,0
AL042013,DORIAN,2013,2013-07-30,21.9,-72.2,25,1015,0,0,0,0,0,0,0,0
AL042013,DORIAN,2013,2013-07-31,22.1,-73.3,25,1015,0,0,0,0,0,0,0,0
AL042013,DORIAN,2013,2013-07-31,22.4,-74.4,25,1015,0,0,0,0,0,0,0,0
AL042013,DORIAN,2013,2013-07-31,22.6,-75.3,25,1015,0,0,0,0,0,0,0,0
AL042013,DORIAN,2013,2013-07-31,22.8,-75.9,25,1015,0,0,0,0,0,0,0,0
AL042013,DORIAN,2013,2013-08-01,23.0,-76.5,25,1014,0,0,0,0,0,0,0,0
AL042013,DORIAN,2013,2013-08-01,23.3,-77.0,25,1013,0,0,0,0,0,0,0,0
AL042013,DORIAN,2013,2013-08-01,23.7,-77.7,25,1013,0,0,0,0,0,0,0,0
AL042013,DORIAN,2013,2013-08-01,24.2,-78.4,25,1013,0,0,0,0,0,0,0,0
AL042013,DORIAN,2013,2013-08-02,24.9,-79.0,25,1013,0,0,0,0,0,0,0,0
AL042013,DORIAN,2013,2013-08-02,25.7,-79.3,25,1013,0,0,0,0,0,0,0,0
AL042013,DORIAN,2013,2013-08-02,26.5,-79.4,25,1013,0,0,0,0,0,0,0,0
AL042013,DORIAN,2013,2013-08-02,27.4,-79.4,25,1013,0,0,0,0,0,0,0,0
AL042013,DORIAN,2013,2013-08-03,28.4,-79.3,30,1013,0,0,0,0,0,0,0,0
AL042013,DORIAN,2013,2013-08-03,29.4,-79.1,30,1013,0,0,0,0,0,0,0,0
AL042013,DORIAN,2013,2013-08-03,30.3,-78.8,30,1013,0,0,0,0,0,0,0,0
AL042013,DORIAN,2013,2013-08-03,31.1,-78.1,30,1013,0,0,0,0,0,0,0,0
AL042013,DORIAN,2013,2013-08-04,31.8,-77.2,30,1012,0,0,0,0,0,0,0,0
AL042013,DORIAN,2013,2013-08-04,32.4,-75.6,30,1011,0,0,0,0,0,0,0,0
AL072013,GABRIELLE,2013,2013-09-04,16.2,-65.9,30,1010,0,0,0,0,0,0,0,0
AL072013,GABRIELLE,2013,2013-09-05,16.7,-66.3,30,1008,0,0,0,0,0,0,0,0
AL072013,GABRIELLE,2013,2013-09-05,17.1,-67.0,30,1008,0,0,0,0,0,0,0,0
AL072013,GABRIELLE,2013,2013-09-05,17.4,-67.7,30,1010,0,0,0,0,0,0,0,0
AL072013,GABRIELLE,2013,2013-09-05,17.9,-68.4,25,1010,0,0,0,0,0,0,0,0
AL072013,GABRIELLE,2013,2013-09-06,18.8,-68.4,25,1010,0,0,0,0,0,0,0,0
AL072013,GABRIELLE,2013,2013-09-06,19.5,-68.5,20,1010,0,0,0,0,0,0,0,0
AL072013,GABRIELLE,2013,2013-09-06,20.0,-68.6,20,1010,0,0,0,0,0,0,0,0
AL072013,GABRIELLE,2013,2013-09-06,20.4,-68.7,20,1010,0,0,0,0,0,0,0,0
AL072013,GABRIELLE,2013,2013-09-07,21.2,-68.7,20,1010,0,0,0,0,0,0,0,0
AL072013,GABRIELLE,2013,2013-09-07,22.0,-68.8,20,1010,0,0,0,0,0,0,0,0
AL072013,GABRIELLE,2013,2013-09-07,22.8,-69.2,25,1009,0,0,0,0,0,0,0,0
AL072013,GABRIELLE,2013,2013-09-07,23.6,-69.2,25,1009,0,0,0,0,0,0,0,0
AL072013,GABRIELLE,2013,2013-09-08,24.4,-69.1,25,1009,0,0,0,0,0,0,0,0
AL072013,GABRIELLE,2013,2013-09-08,24.7,-68.9,25,1009,0,0,0,0,0,0,0,0
AL072013,GABRIELLE,2013,2013-09-08,24.8,-68.8,25,1008,0,0,0,0,0,0,0,0
AL072013,GABRIELLE,2013,2013-09-08,24.9,-68.7,25,1008,0,0,0,0,0,0,0,0
AL072013,GABRIELLE,2013,2013-09-09,25.1,-68.2,25,1008,0,0,0,0,0,0,0,0
AL072013,GABRIELLE,2013,2013-09-09,25.4,-67.8,25,1008,0,0,0,0,0,0,0,0
AL072013,GABRIELLE,2013,2013-09-09,25.9,-66.9,30,1008,0,0,0,0,0,0,0,0
AL072013,GABRIELLE,2013,2013-09-09,26.6,-65.9,30,1008,0,0,0,0,0,0,0,0
AL072013,GABRIELLE,2013,2013-09-10,27.6,-65.1,30,1007,0,0,0,0,0,0,0,0
AL072013,GABRIELLE,2013,2013-09-10,29.0,-65.0,40,1005,70,100,0,0,0,0,0,0
AL072013,GABRIELLE,2013,2013-09-10,30.1,-64.8,55,1003,70,100,0,60,0,0,0,0
AL072013,GABRIELLE,2013,2013-09-10,31.1,-64.7,50,1004,90,100,30,60,0,0,0,0
AL072013,GABRIELLE,2013,2013-09-11,31.9,-64.9,50,1004,90,100,30,60,0,0,0,0
AL072013,GABRIELLE,2013,2013-09-11,32.3,-65.4,45,1008,90,50,30,60,0,0,0,0
AL072013,GABRIELLE,2013,2013-09-11,32.5,-65.7,40,1009,90,40,20,60,0,0,0,0
AL072013,GABRIELLE,2013,2013-09-11,32.6,-66.2,35,1009,90,40,0,50,0,0,0,0
AL072013,GABRIELLE,2013,2013-09-12,32.9,-66.8,30,1009,0,0,0,0,0,0,0,0
AL072013,GABRIELLE,2013,2013-09-12,33.2,-67.4,30,1009,0,0,0,0,0,0,0,0
AL072013,GABRIELLE,2013,2013-09-12,33.6,-67.6,35,1008,80,90,0,0,0,0,0,0
AL072013,GABRIELLE,2013,2013-09-12,34.0,-67.9,35,1008,80,0,0,0,0,0,0,0
AL072013,GABRIELLE,2013,2013-09-13,34.7,-68.1,35,1008,60,0,0,0,0,0,0,0
AL072013,GABRIELLE,2013,2013-09-13,35.9,-67.5,30,1007,0,0,0,0,0,0,0,0
AL072013,GABRIELLE,2013,2013-09-13,37.7,-66.6,30,1005,0,0,0,0,0,0,0,0
AL032014,BERTHA,2014,2014-07-29,9.6,-37.1,25,1013,0,0,0,0,0,0,0,0
AL032014,BERTHA,2014,2014-07-29,9.5,-38.6,30,1012,0,0,0,0,0,0,0,0
AL032014,BERTHA,2014,2014-07-29,9.5,-40.1,30,1012,0,0,0,0,0,0,0,0
AL032014,BERTHA,2014,2014-07-30,9.6,-41.5,30,1012,0,0,0,0,0,0,0,0
AL032014,BERTHA,2014,2014-07-30,9.7,-43.0,30,1012,0,0,0,0,0,0,0,0
AL032014,BERTHA,2014,2014-07-30,9.8,-44.7,30,1012,0,0,0,0,0,0,0,0
AL032014,BERTHA,2014,2014-07-30,10.0,-46.4,30,1011,0,0,0,0,0,0,0,0
AL032014,BERTHA,2014,2014-07-31,10.4,-48.0,35,1010,40,40,0,40,0,0,0,0
AL032014,BERTHA,2014,2014-07-31,10.7,-49.7,35,1009,40,40,0,40,0,0,0,0
AL032014,BERTHA,2014,2014-07-31,11.0,-51.4,40,1008,40,40,0,40,0,0,0,0
AL032014,BERTHA,2014,2014-07-31,11.5,-53.1,40,1007,40,40,0,40,0,0,0,0
AL032014,BERTHA,2014,2014-08-01,12.2,-54.6,40,1007,40,40,0,40,0,0,0,0
AL032014,BERTHA,2014,2014-08-01,13.0,-56.2,40,1007,40,40,0,40,0,0,0,0
AL032014,BERTHA,2014,2014-08-01,13.8,-58.1,45,1006,70,40,0,40,0,0,0,0
AL032014,BERTHA,2014,2014-08-01,14.5,-60.3,45,1006,100,40,0,40,0,0,0,0
AL032014,BERTHA,2014,2014-08-02,15.2,-62.3,45,1007,100,30,0,40,0,0,0,0
AL032014,BERTHA,2014,2014-08-02,15.9,-64.1,40,1008,100,30,0,40,0,0,0,0
AL032014,BERTHA,2014,2014-08-02,16.7,-65.9,40,1009,100,30,0,40,0,0,0,0
AL032014,BERTHA,2014,2014-08-02,17.9,-67.6,40,1010,120,40,0,40,0,0,0,0
AL032014,BERTHA,2014,2014-08-03,19.2,-69.0,40,1011,140,70,0,40,0,0,0,0
AL032014,BERTHA,2014,2014-08-03,20.3,-70.4,40,1012,140,100,0,50,0,0,0,0
AL032014,BERTHA,2014,2014-08-03,21.4,-71.6,40,1013,140,100,0,50,0,0,0,0
AL032014,BERTHA,2014,2014-08-03,21.8,-71.9,40,1013,140,100,0,50,0,0,0,0
AL032014,BERTHA,2014,2014-08-03,22.7,-72.5,45,1012,140,100,0,50,0,0,0,0
AL032014,BERTHA,2014,2014-08-04,24.1,-73.1,55,1007,140,100,0,40,0,0,0,0
AL032014,BERTHA,2014,2014-08-04,25.4,-73.5,60,1004,140,100,0,40,0,0,0,0
AL032014,BERTHA,2014,2014-08-04,26.8,-73.6,70,998,140,100,30,40,20,20,0,0
AL032014,BERTHA,2014,2014-08-04,28.5,-73.6,70,999,120,100,30,40,20,20,0,0
AL032014,BERTHA,2014,2014-08-05,30.5,-73.4,65,1001,110,100,30,30,20,20,0,0
AL032014,BERTHA,2014,2014-08-05,32.5,-73.2,55,1003,110,100,30,30,0,0,0,0
AL032014,BERTHA,2014,2014-08-05,34.2,-72.7,50,1005,120,100,0,0,0,0,0,0
AL032014,BERTHA,2014,2014-08-05,35.5,-71.2,45,1006,120,120,0,0,0,0,0,0
AL032014,BERTHA,2014,2014-08-06,36.8,-69.3,45,1007,120,120,0,0,0,0,0,0
AL032014,BERTHA,2014,2014-08-06,38.1,-66.9,45,1007,100,120,0,0,0,0,0,0
AL032014,BERTHA,2014,2014-08-06,39.4,-64.1,45,1006,100,120,0,0,0,0,0,0
AL032014,BERTHA,2014,2014-08-06,40.8,-61.3,45,1002,100,140,0,0,0,0,0,0
AL032014,BERTHA,2014,2014-08-07,42.1,-58.4,50,996,30,140,60,30,0,0,0,0
AL032014,BERTHA,2014,2014-08-07,43.4,-55.6,45,998,30,140,60,30,0,0,0,0
AL032014,BERTHA,2014,2014-08-07,44.6,-52.5,40,999,0,140,60,0,0,0,0,0
AL032014,BERTHA,2014,2014-08-07,46.0,-49.5,40,1000,0,140,60,0,0,0,0,0
AL032014,BERTHA,2014,2014-08-08,47.4,-46.6,35,1001,0,140,0,0,0,0,0,0
AL032014,BERTHA,2014,2014-08-08,47.9,-43.0,35,1001,0,140,0,0,0,0,0,0
AL032014,BERTHA,2014,2014-08-08,47.5,-39.4,35,1002,0,140,0,0,0,0,0,0
AL032014,BERTHA,2014,2014-08-08,46.9,-34.9,35,1002,0,140,0,0,0,0,0,0
AL032014,BERTHA,2014,2014-08-09,47.0,-29.0,35,1003,0,140,0,0,0,0,0,0
AL032014,BERTHA,2014,2014-08-09,47.1,-22.0,35,1003,0,140,0,0,0,0,0,0
AL032014,BERTHA,2014,2014-08-09,47.5,-15.0,35,1003,0,140,0,0,0,0,0,0
AL042014,CRISTOBAL,2014,2014-08-23,21.5,-72.2,30,1005,0,0,0,0,0,0,0,0
AL042014,CRISTOBAL,2014,2014-08-24,22.0,-72.5,30,1004,0,0,0,0,0,0,0,0
AL042014,CRISTOBAL,2014,2014-08-24,22.6,-72.9,35,1002,60,60,0,0,0,0,0,0
AL042014,CRISTOBAL,2014,2014-08-24,23.3,-73.0,40,1001,60,70,0,0,0,0,0,0
AL042014,CRISTOBAL,2014,2014-08-24,24.0,-73.0,45,1001,60,70,0,0,0,0,0,0
AL042014,CRISTOBAL,2014,2014-08-25,24.2,-73.0,45,998,60,80,0,0,0,0,0,0
AL042014,CRISTOBAL,2014,2014-08-25,24.4,-72.9,45,996,60,120,0,0,0,0,0,0
AL042014,CRISTOBAL,2014,2014-08-25,24.7,-72.7,50,993,60,120,0,0,0,0,0,0
AL042014,CRISTOBAL,2014,2014-08-25,24.9,-72.4,50,992,60,180,0,0,0,0,0,0
AL042014,CRISTOBAL,2014,2014-08-26,25.1,-72.1,65,989,60,180,60,30,0,40,0,0
AL042014,CRISTOBAL,2014,2014-08-26,25.6,-72.0,65,989,80,180,60,30,25,40,0,0
AL042014,CRISTOBAL,2014,2014-08-26,26.7,-71.8,65,988,80,180,60,30,25,40,0,0
AL042014,CRISTOBAL,2014,2014-08-26,28.1,-71.4,65,987,180,210,60,60,25,50,0,0
AL042014,CRISTOBAL,2014,2014-08-27,29.5,-71.5,70,983,180,210,60,100,50,50,10,0
AL042014,CRISTOBAL,2014,2014-08-27,30.6,-72.0,70,983,180,180,60,100,50,50,10,0
AL042014,CRISTOBAL,2014,2014-08-27,31.6,-72.2,70,983,180,180,60,100,50,50,10,0
AL042014,CRISTOBAL,2014,2014-08-27,32.3,-71.8,65,984,180,180,60,70,40,50,20,20
AL042014,CRISTOBAL,2014,2014-08-28,33.5,-70.7,65,984,180,180,60,70,40,50,20,20
AL042014,CRISTOBAL,2014,2014-08-28,34.8,-69.0,65,982,180,180,60,70,40,50,20,20
AL042014,CRISTOBAL,2014,2014-08-28,36.3,-67.1,70,979,180,180,60,70,40,50,20,20
AL042014,CRISTOBAL,2014,2014-08-28,37.5,-63.6,75,971,180,220,110,60,30,50,20,20
AL042014,CRISTOBAL,2014,2014-08-29,39.1,-58.8,75,965,180,220,220,60,30,60,20,20
AL042014,CRISTOBAL,2014,2014-08-29,41.2,-53.9,70,967,190,240,220,70,40,60,30,0
AL042014,CRISTOBAL,2014,2014-08-29,44.2,-49.0,65,970,200,270,220,180,50,70,40,0
AL042014,CRISTOBAL,2014,2014-08-29,46.7,-45.9,65,972,200,270,240,200,50,70,40,0
AL042014,CRISTOBAL,2014,2014-08-30,48.6,-42.8,65,974,200,270,270,200,50,70,40,0
AL042014,CRISTOBAL,2014,2014-08-30,49.9,-39.5,65,974,200,270,270,200,50,70,40,0
AL042014,CRISTOBAL,2014,2014-08-30,51.3,-36.2,60,971,200,300,360,200,0,0,0,0
AL042014,CRISTOBAL,2014,2014-08-30,54.0,-32.0,60,971,240,300,360,200,0,0,0,0
AL042014,CRISTOBAL,2014,2014-08-31,58.0,-28.9,60,971,240,300,360,200,0,0,0,0
AL042014,CRISTOBAL,2014,2014-08-31,61.0,-27.0,60,963,200,270,240,200,0,0,0,0
AL042014,CRISTOBAL,2014,2014-08-31,62.0,-26.0,60,964,200,270,240,200,0,0,0,0
AL042014,CRISTOBAL,2014,2014-08-31,63.0,-24.5,55,968,200,270,240,200,0,0,0,0
AL042014,CRISTOBAL,2014,2014-09-01,64.0,-22.0,50,974,200,270,240,200,0,0,0,0
AL042014,CRISTOBAL,2014,2014-09-01,65.0,-19.5,50,978,200,270,240,200,0,0,0,0
AL042014,CRISTOBAL,2014,2014-09-01,66.0,-17.0,45,980,0,200,200,200,0,0,0,0
AL042014,CRISTOBAL,2014,2014-09-01,67.0,-15.4,45,982,0,200,200,200,0,0,0,0
AL042014,CRISTOBAL,2014,2014-09-02,68.0,-15.0,40,984,0,200,200,200,0,0,0,0
AL042014,CRISTOBAL,2014,2014-09-02,69.0,-15.0,35,985,0,200,200,200,0,0,0,0
AL072014,FAY,2014,2014-10-10,22.0,-61.2,35,1007,120,0,0,120,0,0,0,0
AL072014,FAY,2014,2014-10-10,22.7,-62.4,35,1006,120,0,0,120,0,0,0,0
AL072014,FAY,2014,2014-10-10,23.5,-63.3,35,1005,120,0,0,120,0,0,0,0
AL072014,FAY,2014,2014-10-10,24.3,-64.0,40,1003,120,0,0,120,0,0,0,0
AL072014,FAY,2014,2014-10-11,25.1,-64.5,50,999,120,40,40,120,0,0,0,0
AL072014,FAY,2014,2014-10-11,26.0,-65.0,55,994,120,40,40,120,0,0,0,0
AL072014,FAY,2014,2014-10-11,27.2,-65.3,60,990,120,80,80,120,0,0,0,0
AL072014,FAY,2014,2014-10-11,28.7,-65.4,60,988,150,140,120,120,0,0,0,0
AL072014,FAY,2014,2014-10-12,30.2,-65.2,60,987,150,140,120,120,0,0,0,0
AL072014,FAY,2014,2014-10-12,31.7,-64.9,65,985,150,150,120,120,0,20,20,0
